peptide,rpK,file_id
gi|10047144|ref|NP_065169.1|_sal-like_protein_4_[Homo_sapiens]_fragment_24,0.340021094909,healthy_serum_12
gi|10047144|ref|NP_065169.1|_sal-like_protein_4_[Homo_sapiens]_fragment_25,0.272016875927,healthy_serum_12
gi|100814339|ref|NP_065930.2|_coiled-coil_domain-containing_protein_146_[Homo_sapiens]_fragment_12,0.612037970836,healthy_serum_12
gi|100814339|ref|NP_065930.2|_coiled-coil_domain-containing_protein_146_[Homo_sapiens]_fragment_22,0.0680042189817,healthy_serum_12
gi|100913032|ref|NP_694979.2|_equilibrative_nucleoside_transporter_4_isoform_1_[Homo_sapiens]_fragment_9,0.136008437963,healthy_serum_12
gi|10092597|ref|NP_065394.1|_mucolipin-1_[Homo_sapiens]_fragment_16,0.0680042189817,healthy_serum_12
gi|10092677|ref|NP_064711.1|_pyridoxal_phosphate_phosphatase_[Homo_sapiens]_fragment_0,0.680042189817,healthy_serum_12
gi|10092677|ref|NP_064711.1|_pyridoxal_phosphate_phosphatase_[Homo_sapiens]_fragment_2,0.816050627781,healthy_serum_12
gi|10140845|ref|NP_065387.1|_ephrin_type-A_receptor_8_isoform_1_precursor_[Homo_sapiens]_fragment_31,0.0680042189817,healthy_serum_12
gi|10190682|ref|NP_065700.1|_chromobox_protein_homolog_8_[Homo_sapiens]_fragment_6,0.20401265694499998,healthy_serum_12
gi|102468717|ref|NP_005112.2|_mediator_of_RNA_polymerase_II_transcription_subunit_13_[Homo_sapiens]_fragment_60,0.680042189817,healthy_serum_12
gi|102468717|ref|NP_005112.2|_mediator_of_RNA_polymerase_II_transcription_subunit_13_[Homo_sapiens]_fragment_62,4.62428689076,healthy_serum_12
gi|10337603|ref|NP_066277.1|_left-right_determination_factor_1_preproprotein_[Homo_sapiens]_fragment_9,0.0680042189817,healthy_serum_12
gi|10337613|ref|NP_066273.1|_B-cell_CLL/lymphoma_7_protein_family_member_A_isoform_a_[Homo_sapiens]_fragment_3,3.46821516807,healthy_serum_12
gi|10337613|ref|NP_066273.1|_B-cell_CLL/lymphoma_7_protein_family_member_A_isoform_a_[Homo_sapiens]_fragment_4,33.39007152,healthy_serum_12
gi|10337613|ref|NP_066273.1|_B-cell_CLL/lymphoma_7_protein_family_member_A_isoform_a_[Homo_sapiens]_fragment_7,0.340021094909,healthy_serum_12
gi|103471999|ref|NP_006272.2|_serine/threonine-protein_kinase_3_isoform_1_[Homo_sapiens]_fragment_13,0.680042189817,healthy_serum_12
gi|103472005|ref|NP_002408.3|_antigen_KI-67_isoform_1_[Homo_sapiens]_fragment_118,0.0680042189817,healthy_serum_12
gi|103472005|ref|NP_002408.3|_antigen_KI-67_isoform_1_[Homo_sapiens]_fragment_52,0.340021094909,healthy_serum_12
gi|103472011|ref|NP_001035787.1|_ubiquitin-conjugating_enzyme_E2_variant_3_isoform_a_[Homo_sapiens]_fragment_7,1.6321012555599999,healthy_serum_12
gi|103472136|ref|NP_055525.3|_G-protein_coupled_receptor-associated_sorting_protein_1_[Homo_sapiens]_fragment_3,0.136008437963,healthy_serum_12
gi|10440566|ref|NP_066300.1|_leucine_zipper_putative_tumor_suppressor_1_[Homo_sapiens]_fragment_12,0.20401265694499998,healthy_serum_12
gi|10440566|ref|NP_066300.1|_leucine_zipper_putative_tumor_suppressor_1_[Homo_sapiens]_fragment_2,4.89630376669,healthy_serum_12
gi|104487611|ref|NP_570925.2|_receptor-type_tyrosine-protein_phosphatase_S_isoform_4_precursor_[Homo_sapiens]_fragment_11,0.136008437963,healthy_serum_12
gi|105990532|ref|NP_000375.2|_apolipoprotein_B-100_precursor_[Homo_sapiens]_fragment_144,0.748046408799,healthy_serum_12
gi|105990535|ref|NP_000121.2|_coagulation_factor_V_precursor_[Homo_sapiens]_fragment_29,0.272016875927,healthy_serum_12
gi|105990535|ref|NP_000121.2|_coagulation_factor_V_precursor_[Homo_sapiens]_fragment_46,0.0680042189817,healthy_serum_12
gi|105990541|ref|NP_000341.2|_retinal-specific_ATP-binding_cassette_transporter_[Homo_sapiens]_fragment_59,0.136008437963,healthy_serum_12
gi|106507204|ref|NP_001035805.1|_uncharacterized_protein_KIAA0895-like_[Homo_sapiens]_fragment_0,0.47602953287199995,healthy_serum_12
gi|106507204|ref|NP_001035805.1|_uncharacterized_protein_KIAA0895-like_[Homo_sapiens]_fragment_12,0.0680042189817,healthy_serum_12
gi|106879206|ref|NP_078920.2|_bifunctional_lysine-specific_demethylase_and_histidyl-hydroxylase_NO66_[Homo_sapiens]_fragment_10,0.136008437963,healthy_serum_12
gi|10835010|ref|NP_001322.1|_catenin_delta-1_isoform_1B_[Homo_sapiens]_fragment_36,0.272016875927,healthy_serum_12
gi|10835029|ref|NP_002868.1|_DNA_repair_protein_RAD51_homolog_2_isoform_1_[Homo_sapiens]_fragment_11,0.9520590657439999,healthy_serum_12
gi|10835029|ref|NP_002868.1|_DNA_repair_protein_RAD51_homolog_2_isoform_1_[Homo_sapiens]_fragment_12,0.0680042189817,healthy_serum_12
gi|10835071|ref|NP_004346.1|_HLA_class_II_histocompatibility_antigen_gamma_chain_isoform_b_[Homo_sapiens]_fragment_5,0.136008437963,healthy_serum_12
gi|10835073|ref|NP_066565.1|_glycylpeptide_N-tetradecanoyltransferase_1_[Homo_sapiens]_fragment_5,0.136008437963,healthy_serum_12
gi|10835167|ref|NP_000607.1|_T-cell_surface_glycoprotein_CD4_isoform_1_precursor_[Homo_sapiens]_fragment_1,0.20401265694499998,healthy_serum_12
gi|10835267|ref|NP_066569.1|_membrane_transport_protein_XK_precursor_[Homo_sapiens]_fragment_17,0.0680042189817,healthy_serum_12
gi|10863987|ref|NP_067009.1|_zona_pellucida_sperm-binding_protein_4_preproprotein_[Homo_sapiens]_fragment_12,0.0680042189817,healthy_serum_12
gi|10863987|ref|NP_067009.1|_zona_pellucida_sperm-binding_protein_4_preproprotein_[Homo_sapiens]_fragment_4,0.0680042189817,healthy_serum_12
gi|10863995|ref|NP_067011.1|_zinc_finger_protein_410_isoform_b_[Homo_sapiens]_fragment_17,0.47602953287199995,healthy_serum_12
gi|10864009|ref|NP_067021.1|_carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A_small_phosphatase_1_isoform_1_[Homo_sapiens]_fragment_1,0.20401265694499998,healthy_serum_12
gi|10864013|ref|NP_067023.1|_pleckstrin_homology_domain-containing_family_B_member_1_isoform_a_[Homo_sapiens]_fragment_2,0.0680042189817,healthy_serum_12
gi|10864017|ref|NP_067027.1|_enolase-phosphatase_E1_isoform_1_[Homo_sapiens]_fragment_7,0.136008437963,healthy_serum_12
gi|10864043|ref|NP_067055.1|_probable_proline_dehydrogenase_2_[Homo_sapiens]_fragment_12,0.47602953287199995,healthy_serum_12
gi|10864043|ref|NP_067055.1|_probable_proline_dehydrogenase_2_[Homo_sapiens]_fragment_17,0.272016875927,healthy_serum_12
