sample_id,peptide_id,rpK
patient_52_CSF_rep1,gi|10047140|ref|NP_064528.1|_RNA-binding_protein_PNO1_[Homo_sapiens]_fragment_0,0.33022307229000003
patient_52_CSF_rep1,gi|10047140|ref|NP_064528.1|_RNA-binding_protein_PNO1_[Homo_sapiens]_fragment_7,0.066044614458
patient_52_CSF_rep1,gi|10047144|ref|NP_065169.1|_sal-like_protein_4_[Homo_sapiens]_fragment_15,0.066044614458
patient_52_CSF_rep1,gi|100814339|ref|NP_065930.2|_coiled-coil_domain-containing_protein_146_[Homo_sapiens]_fragment_12,1.2548476747
patient_52_CSF_rep1,gi|100814339|ref|NP_065930.2|_coiled-coil_domain-containing_protein_146_[Homo_sapiens]_fragment_24,9.31229063857
patient_52_CSF_rep1,gi|100913032|ref|NP_694979.2|_equilibrative_nucleoside_transporter_4_isoform_1_[Homo_sapiens]_fragment_0,1.32089228916
patient_52_CSF_rep1,gi|100913206|ref|NP_001348.2|_ATP-dependent_RNA_helicase_A_[Homo_sapiens]_fragment_14,0.066044614458
patient_52_CSF_rep1,gi|100913206|ref|NP_001348.2|_ATP-dependent_RNA_helicase_A_[Homo_sapiens]_fragment_34,0.396267686748
patient_52_CSF_rep1,gi|100913209|ref|NP_001035757.1|_heat_shock_factor_protein_4_isoform_b_[Homo_sapiens]_fragment_5,3.17014149398
patient_52_CSF_rep1,gi|10092597|ref|NP_065394.1|_mucolipin-1_[Homo_sapiens]_fragment_16,11.6238521446
patient_52_CSF_rep1,gi|10092643|ref|NP_061855.1|_protein_YIPF1_[Homo_sapiens]_fragment_0,0.990669216869
patient_52_CSF_rep1,gi|10092665|ref|NP_062547.1|_sushi_domain-containing_protein_2_precursor_[Homo_sapiens]_fragment_10,0.264178457832
patient_52_CSF_rep1,gi|10092677|ref|NP_064711.1|_pyridoxal_phosphate_phosphatase_[Homo_sapiens]_fragment_0,2.24551689157
patient_52_CSF_rep1,gi|10092677|ref|NP_064711.1|_pyridoxal_phosphate_phosphatase_[Homo_sapiens]_fragment_6,1.65111536145
patient_52_CSF_rep1,gi|10092687|ref|NP_065181.1|_NIPA-like_protein_3_[Homo_sapiens]_fragment_9,1.12275844579
patient_52_CSF_rep1,gi|10140845|ref|NP_065387.1|_ephrin_type-A_receptor_8_isoform_1_precursor_[Homo_sapiens]_fragment_1,7.19886297592
patient_52_CSF_rep1,gi|10140845|ref|NP_065387.1|_ephrin_type-A_receptor_8_isoform_1_precursor_[Homo_sapiens]_fragment_38,1.65111536145
patient_52_CSF_rep1,gi|10190668|ref|NP_065684.1|_vomeronasal_type-1_receptor_1_[Homo_sapiens]_fragment_11,0.528356915664
patient_52_CSF_rep1,gi|10190680|ref|NP_065697.1|_achaete-scute_homolog_3_[Homo_sapiens]_fragment_3,2.17947227711
patient_52_CSF_rep1,gi|10190682|ref|NP_065700.1|_chromobox_protein_homolog_8_[Homo_sapiens]_fragment_12,2.11342766265
patient_52_CSF_rep1,gi|10190682|ref|NP_065700.1|_chromobox_protein_homolog_8_[Homo_sapiens]_fragment_4,3.83058763856
patient_52_CSF_rep1,gi|10190682|ref|NP_065700.1|_chromobox_protein_homolog_8_[Homo_sapiens]_fragment_6,2.5096953494
patient_52_CSF_rep1,"gi|10190704|ref|NP_065715.1|_peroxisomal_2,4-dienoyl-CoA_reductase_[Homo_sapiens]_fragment_8",0.264178457832
patient_52_CSF_rep1,gi|10190706|ref|NP_065717.1|_dual_specificity_protein_kinase_CLK4_[Homo_sapiens]_fragment_13,3.83058763856
