sample_id,peptide_id,rpK
patient_20_CSF_rep2,gi|10047144|ref|NP_065169.1|_sal-like_protein_4_[Homo_sapiens]_fragment_25,3.2263988921
patient_20_CSF_rep2,gi|10047144|ref|NP_065169.1|_sal-like_protein_4_[Homo_sapiens]_fragment_28,0.08272817672060001
patient_20_CSF_rep2,gi|100814339|ref|NP_065930.2|_coiled-coil_domain-containing_protein_146_[Homo_sapiens]_fragment_24,20.1856751198
patient_20_CSF_rep2,gi|100913209|ref|NP_001035757.1|_heat_shock_factor_protein_4_isoform_b_[Homo_sapiens]_fragment_10,0.5790972370440001
patient_20_CSF_rep2,gi|100913209|ref|NP_001035757.1|_heat_shock_factor_protein_4_isoform_b_[Homo_sapiens]_fragment_4,8.52100220222
patient_20_CSF_rep2,gi|100913209|ref|NP_001035757.1|_heat_shock_factor_protein_4_isoform_b_[Homo_sapiens]_fragment_5,1.32365082753
patient_20_CSF_rep2,gi|100913209|ref|NP_001035757.1|_heat_shock_factor_protein_4_isoform_b_[Homo_sapiens]_fragment_7,5.625516017000001
patient_20_CSF_rep2,gi|100913218|ref|NP_443164.2|_porimin_precursor_[Homo_sapiens]_fragment_2,21.4265977706
patient_20_CSF_rep2,gi|10092625|ref|NP_065386.1|_interleukin-22_precursor_[Homo_sapiens]_fragment_3,0.08272817672060001
patient_20_CSF_rep2,gi|10092639|ref|NP_057525.1|_cysteine-rich_motor_neuron_1_protein_precursor_[Homo_sapiens]_fragment_25,0.165456353441
patient_20_CSF_rep2,gi|10092639|ref|NP_057525.1|_cysteine-rich_motor_neuron_1_protein_precursor_[Homo_sapiens]_fragment_34,0.992738120647
patient_20_CSF_rep2,gi|10092665|ref|NP_062547.1|_sushi_domain-containing_protein_2_precursor_[Homo_sapiens]_fragment_14,0.08272817672060001
patient_20_CSF_rep2,gi|10092665|ref|NP_062547.1|_sushi_domain-containing_protein_2_precursor_[Homo_sapiens]_fragment_21,0.165456353441
patient_20_CSF_rep2,gi|10092677|ref|NP_064711.1|_pyridoxal_phosphate_phosphatase_[Homo_sapiens]_fragment_0,2.5645734783400003
patient_20_CSF_rep2,gi|10092677|ref|NP_064711.1|_pyridoxal_phosphate_phosphatase_[Homo_sapiens]_fragment_2,15.801081753599998
patient_20_CSF_rep2,gi|10092687|ref|NP_065181.1|_NIPA-like_protein_3_[Homo_sapiens]_fragment_13,0.08272817672060001
patient_20_CSF_rep2,gi|10140845|ref|NP_065387.1|_ephrin_type-A_receptor_8_isoform_1_precursor_[Homo_sapiens]_fragment_10,8.52100220222
patient_20_CSF_rep2,gi|10181096|ref|NP_056085.1|_adenylate_cyclase_type_6_[Homo_sapiens]_fragment_19,0.827281767206
